,alpha,gen_error
0,0.001,0.9971608968919653
1,0.001070472440944882,0.996947484025127
2,0.0011409448818897638,0.996725147361689
3,0.0012114173228346457,0.9964935843643358
4,0.0012818897637795275,0.9962524415043186
5,0.0013523622047244095,0.9960013171962894
6,0.0014228346456692915,0.9957397632318278
7,0.0014933070866141732,0.9954672851104824
8,0.001563779527559055,0.9951833415209587
9,0.001634251968503937,0.9948873431596892
10,0.001704724409448819,0.9945786510046455
11,0.0017751968503937007,0.9942565741437766
12,0.0018456692913385827,0.9939203672217309
13,0.0019161417322834644,0.9935692275625981
14,0.0019866141732283464,0.9932022920220642
15,0.0020570866141732284,0.9928186336095398
16,0.00212755905511811,0.9924172579350433
17,0.0021980314960629924,0.9919970995223897
18,0.002268503937007874,0.9915570180512754
19,0.002338976377952756,0.9910957945873777
20,0.002409448818897638,0.9906121278681452
21,0.0024799212598425194,0.9901046307247249
22,0.0025503937007874014,0.9895718267238083
23,0.0026208661417322834,0.9890121471333986
24,0.0026913385826771653,0.9884239283204984
25,0.0027618110236220473,0.987805409714477
26,0.002832283464566929,0.9871547324928485
27,0.002902755905511811,0.9864699391779899
28,0.002973228346456693,0.9857489743797296
29,0.003043700787401575,0.984989686978311
30,0.0031141732283464564,0.984189834100582
31,0.0031846456692913383,0.9833470873193625
32,0.0032551181102362203,0.9824590415420055
33,0.0033255905511811023,0.9815232270659986
34,0.0033960629921259843,0.9805371251781928
35,0.003466535433070866,0.9794981874469061
36,0.003537007874015748,0.9784038584090072
37,0.0036074803149606298,0.9772516006624627
38,0.0036779527559055118,0.976038920402315
39,0.0037484251968503933,0.9747633902185786
40,0.0038188976377952753,0.973422664610818
41,0.0038893700787401573,0.9720144823598235
42,0.00395984251968504,0.9705366489011559
43,0.004030314960629921,0.968986991500635
44,0.004100787401574803,0.967363280628651
45,0.004171259842519684,0.9656631127070913
46,0.004241732283464567,0.9638837524081502
47,0.004312204724409449,0.9620219368248365
48,0.004382677165354331,0.9600736489220709
49,0.004453149606299212,0.9580338735622673
50,0.004523622047244094,0.9558963561694453
51,0.004594094488188976,0.953653392159585
52,0.004664566929133859,0.9512956853780091
53,0.00473503937007874,0.9488123265682324
54,0.004805511811023622,0.9461909581863965
55,0.004875984251968503,0.9434182070289248
56,0.004946456692913386,0.9404804741210634
57,0.005016929133858267,0.9373651585536255
58,0.00508740157480315,0.9340623387392998
59,0.005157874015748031,0.9305668219987812
60,0.005228346456692913,0.9268803009700439
61,0.005298818897637795,0.9243411611499999
62,0.005369291338582677,0.9207415589734091
63,0.005439763779527559,0.9169795188369044
64,0.005510236220472441,0.9130718160936536
65,0.005580708661417322,0.9090201724781923
66,0.0056511811023622046,0.9048263106061848
67,0.005721653543307086,0.9004687453939849
68,0.0057921259842519685,0.8959260067572866
69,0.00586259842519685,0.8912073754184192
70,0.005933070866141732,0.8863031752798181
71,0.006003543307086614,0.8812040359538267
72,0.006074015748031496,0.8759052538593031
73,0.006144488188976378,0.8703002838218137
74,0.0062149606299212595,0.8643576358614677
75,0.006285433070866141,0.8570529171523592
76,0.0063559055118110235,0.8498103868445115
77,0.006426377952755905,0.8462125579022045
78,0.006496850393700787,0.8394708109608747
79,0.006567322834645669,0.8325092733907397
80,0.0066377952755905505,0.8253858514473514
81,0.006708267716535433,0.817863089102426
82,0.0067787401574803145,0.8100207524941583
83,0.006849212598425196,0.8018382325320892
84,0.0069196850393700784,0.7910277481622703
85,0.00699015748031496,0.7843518992298012
86,0.007060629921259842,0.7750680705325691
87,0.007131102362204724,0.7651653355491941
88,0.0072015748031496055,0.7541739995952856
89,0.007272047244094488,0.7440471575841687
90,0.0073425196850393695,0.7329181420660583
91,0.007412992125984252,0.7210898175138778
92,0.007483464566929133,0.7087109005543405
93,0.007553937007874015,0.6958088653835415
94,0.007624409448818897,0.6824187574692162
95,0.007694881889763779,0.6685573864299553
96,0.007765354330708661,0.6542356740300675
97,0.007835826771653544,0.639461259685207
98,0.007906299212598424,0.6242399560588189
99,0.007976771653543307,0.6085764713689342
100,0.008047244094488188,0.5924747668154519
101,0.00811771653543307,0.5759382458809446
102,0.008188188976377953,0.5589698667861309
103,0.008258661417322833,0.5415722181413076
104,0.008329133858267716,0.5237475749600689
105,0.008399606299212598,0.5054979424442285
106,0.00847007874015748,0.4868250909304606
107,0.008540551181102363,0.46773058372615206
108,0.008611023622047242,0.448215798855509
109,0.008681496062992126,0.4282819453355705
110,0.008751968503937007,0.40791947117713473
111,0.008822440944881889,0.387150404008413
112,0.008892913385826772,0.3659649640098289
113,0.008963385826771652,0.3443637401852999
114,0.009033858267716535,0.3223471477011939
115,0.009104330708661415,0.2999153998983772
116,0.009174803149606298,0.27706846150233966
117,0.009245275590551182,0.2538059718443012
118,0.009315748031496061,0.23012711753905069
119,0.009386220472440945,0.20603041491011212
120,0.009456692913385824,0.18151332041021473
121,0.009527165354330708,0.15657148652679795
122,0.009597637795275591,0.1311972111036575
123,0.00966811023622047,0.10537579324653887
124,0.009738582677165354,0.07907533332837949
125,0.009809055118110234,0.052208823215383025
126,0.009879527559055117,0.024377477732701474
127,0.00995,0.003746783951144856
