,alpha,gen_error
0,0.001,0.9980246129556627
1,0.003,0.9938908867725369
2,0.005,0.9896664501313583
3,0.007,0.9853310014295333
4,0.009000000000000001,0.9808798719370255
5,0.011,0.9763099426062322
6,0.013000000000000001,0.9716185893560028
7,0.015,0.9668034962969727
8,0.017,0.9618626214027153
9,0.019000000000000003,0.9567942009819012
10,0.021,0.9515967652346397
11,0.023,0.9462691558872052
12,0.025,0.9408105422128896
13,0.027000000000000003,0.935220433630572
14,0.029,0.9294986879133286
15,0.031,0.9236455145254165
16,0.033,0.9176614729510557
17,0.035,0.9115474661497472
18,0.037000000000000005,0.9053047294908887
19,0.039,0.898934815686387
20,0.041,0.8924395763538776
21,0.043000000000000003,0.8858211409086391
22,0.045,0.8790818934985055
23,0.047,0.8722244486763392
24,0.049,0.8652516264520432
25,0.051000000000000004,0.8581664272936511
26,0.053000000000000005,0.8509720075612618
27,0.055,0.8436716557674823
28,0.057,0.8362687699693651
29,0.059000000000000004,0.8287668365155839
30,0.061,0.8211694102991579
31,0.063,0.813480096604828
32,0.065,0.8057025345852548
33,0.067,0.797840382353548
34,0.069,0.7898973036380479
35,0.07100000000000001,0.7818769559128582
36,0.07300000000000001,0.773782979900053
37,0.075,0.765618990343803
38,0.077,0.7573885679830301
39,0.079,0.7490952526892282
40,0.081,0.7407425377643096
41,0.083,0.7323338653809817
42,0.085,0.723872623071116
43,0.08700000000000001,0.7153621410298432
44,0.089,0.7068056898498193
45,0.091,0.698206478214025
46,0.093,0.6895676501544749
47,0.095,0.680892281791109
48,0.097,0.6721833779760656
49,0.099,0.6634438698372648
50,0.101,0.6546766145838456
51,0.10300000000000001,0.6458843988069528
52,0.10500000000000001,0.6370699456736867
53,0.107,0.6282359248918453
54,0.109,0.6193849624770466
55,0.111,0.610519645872645
56,0.113,0.6016425197197176
57,0.115,0.5927560692857509
58,0.117,0.5838626924522601
59,0.11900000000000001,0.5749646666070377
60,0.121,0.566064122206133
61,0.123,0.5571630378790452
62,0.125,0.54826130118614
63,0.127,0.5393651135133262
64,0.129,0.5304749588841795
65,0.131,0.5215902906356958
66,0.133,0.5127148802424291
67,0.135,0.5038512301024939
68,0.137,0.4950019732927644
69,0.139,0.48617416052865015
70,0.14100000000000001,0.47735690367075384
71,0.14300000000000002,0.4685578414950032
72,0.14500000000000002,0.45977855062877365
73,0.147,0.45102055826667986
74,0.149,0.44228534249319557
75,0.151,0.4335743324571301
76,0.153,0.42488890856879546
77,0.155,0.4162304027078015
78,0.157,0.40760009823171417
79,0.159,0.3989992296816394
80,0.161,0.390428982329829
81,0.163,0.3818904916829229
82,0.165,0.3733848428081828
83,0.167,0.36491306933642115
84,0.169,0.35647615219214535
85,0.171,0.3480750181038466
86,0.17300000000000001,0.33971053779678717
87,0.17500000000000002,0.3313835237700314
88,0.177,0.32309472761875974
89,0.179,0.3148448368452932
90,0.181,0.306634471335572
91,0.183,0.2984641801224919
92,0.185,0.2903344364195585
93,0.187,0.2822456211600653
94,0.189,0.2741980023724435
95,0.191,0.266191788722365
96,0.193,0.2582272546126593
97,0.195,0.2503039933233189
98,0.197,0.24242214376994453
99,0.199,0.23457997474650644
100,0.201,0.2267809336070356
101,0.203,0.21902040471852535
102,0.20500000000000002,0.21129883814501885
103,0.20700000000000002,0.20361475001502466
104,0.20900000000000002,0.1959671805016958
105,0.211,0.18835383008754583
106,0.213,0.18077181323539226
107,0.215,0.17322051906447197
108,0.217,0.16569422800358605
109,0.219,0.15818940184917277
110,0.221,0.1507007469342995
111,0.223,0.1432138963570769
112,0.225,0.1357440760378906
113,0.227,0.12825749328187494
114,0.229,0.12074819099734216
115,0.231,0.11319926126531657
116,0.233,0.10558732360754984
117,0.23500000000000001,0.09788065325960882
118,0.23700000000000002,0.09003467244544366
119,0.23900000000000002,0.08198465712903015
120,0.241,0.07362864711618934
121,0.243,0.06481707568879395
122,0.245,0.05534539902049843
123,0.247,0.04524974644275729
124,0.249,0.03463463997137446
125,0.251,0.02353996295668547
126,0.253,0.01198957988817575
127,0.255,3.2793301784389423e-06
