,alpha,gen_error
0,0.001,0.0038530513251393487
1,0.000999996062992126,0.00385231374306408
2,0.000999992125984252,0.003854914908759791
3,0.000999988188976378,0.0038542368940706244
4,0.000999984251968504,0.0038538749247568056
5,0.00099998031496063,0.003853145613460016
6,0.000999976377952756,0.003852618258952097
7,0.000999972440944882,0.003854906635582583
8,0.000999968503937008,0.0038512025057548635
9,0.000999964566929134,0.0038540584292874164
10,0.00099996062992126,0.0038561775785423066
11,0.000999956692913386,0.003858752543543659
12,0.000999952755905512,0.0038551410138156334
13,0.0009999488188976377,0.003851373107300296
14,0.0009999448818897637,0.0038542567008279377
15,0.0009999409448818897,0.0038565470719296026
16,0.0009999370078740157,0.0038588105151560552
17,0.0009999330708661417,0.003849270310973253
18,0.0009999291338582677,0.0038638517410232616
19,0.0009999251968503937,0.003848136191471956
20,0.0009999212598425196,0.003845036503112994
21,0.0009999173228346456,0.0038529956009404087
22,0.0009999133858267716,0.0038501655860580567
23,0.0009999094488188976,0.0038536173974787202
24,0.0009999055118110236,0.0038575065069029676
25,0.0009999015748031496,0.0038616662218500693
26,0.0009998976377952756,0.0038651946146803493
27,0.0009998937007874016,0.0038451891068847343
28,0.0009998897637795276,0.003849138283402611
29,0.0009998858267716536,0.0038531573376513447
30,0.0009998818897637796,0.0038568140935966275
31,0.0009998779527559056,0.0038491905584924473
32,0.0009998740157480316,0.0038647694675028954
33,0.0009998700787401575,0.0038565686535746027
34,0.0009998661417322835,0.0038486242454360137
35,0.0009998622047244095,0.003852444625572426
36,0.0009998582677165355,0.0038329036981005144
37,0.0009998543307086615,0.0038602941263465853
38,0.0009998503937007875,0.003852320578919353
39,0.0009998464566929133,0.0038444032309020116
40,0.0009998425196850393,0.003854302199439038
41,0.0009998385826771653,0.003858326304397874
42,0.0009998346456692913,0.003856130766170057
43,0.0009998307086614173,0.0038482497163338267
44,0.0009998267716535432,0.003852235931414642
45,0.0009998228346456692,0.0038502399047842368
46,0.0009998188976377952,0.003851501879651586
47,0.0009998149606299212,0.0038525041177191965
48,0.0009998110236220472,0.003856264382432918
49,0.0009998070866141732,0.00385432076133214
50,0.0009998031496062992,0.0038523884425623015
51,0.0009997992125984252,0.003850532736884804
52,0.0009997952755905512,0.0038486227874658416
53,0.0009997913385826772,0.0038522832014943878
54,0.0009997874015748032,0.00385321192223904
55,0.0009997834645669292,0.0038516428571674817
56,0.0009997795275590552,0.0038526119003831297
57,0.0009997755905511811,0.0038506022367479024
58,0.0009997716535433071,0.0038519043356462232
59,0.0009997677165354331,0.0038528189782399223
60,0.0009997637795275591,0.003852396483263499
61,0.0009997598425196851,0.0038547546038284895
62,0.000999755905511811,0.0038557754977312474
63,0.000999751968503937,0.003851034391795827
64,0.0009997480314960629,0.0038535277580146322
65,0.0009997440944881889,0.0038531951361202577
66,0.0009997401574803149,0.0038524153842031564
67,0.0009997362204724409,0.00385244992710342
68,0.0009997322834645668,0.003853525814369473
69,0.0009997283464566928,0.0038516953096371185
70,0.0009997244094488188,0.003849714453392808
71,0.0009997204724409448,0.0038479377617335496
72,0.0009997165354330708,0.0038520542712681335
73,0.0009997125984251968,0.003849997209095733
74,0.0009997086614173228,0.003851256160339805
75,0.0009997047244094488,0.0038522607827876734
76,0.0009997007874015748,0.003850673358503326
77,0.0009996968503937008,0.003854663655955678
78,0.0009996929133858268,0.003847112678079221
79,0.0009996889763779528,0.0038620768620010832
80,0.0009996850393700788,0.0038549629533172146
81,0.0009996811023622047,0.003847833969740845
82,0.0009996771653543307,0.003862858911100803
83,0.0009996732283464567,0.0038330863926219075
84,0.0009996692913385827,0.003848306830235572
85,0.0009996653543307087,0.0038520087542520676
86,0.0009996614173228347,0.0038447376607934724
87,0.0009996574803149607,0.0038486282194098178
88,0.0009996535433070867,0.0038415588706843928
89,0.0009996496062992125,0.0038507347375140327
90,0.0009996456692913385,0.0038604157663177535
91,0.0009996417322834644,0.0038476347019728747
92,0.0009996377952755904,0.0038570681733773628
93,0.0009996338582677164,0.003850245017072999
94,0.0009996299212598424,0.0038538559931828244
95,0.0009996259842519684,0.003857691902657153
96,0.0009996220472440944,0.0038614678349587466
97,0.0009996181102362204,0.00385461186701962
98,0.0009996141732283464,0.003847392638570807
99,0.0009996102362204724,0.0038514446447108406
100,0.0009996062992125984,0.0038553109626596606
101,0.0009996023622047244,0.003848285136543903
102,0.0009995984251968504,0.0038517716459397604
103,0.0009995944881889764,0.003853313526116297
104,0.0009995905511811023,0.003852339222728231
105,0.0009995866141732283,0.0038523043760331664
106,0.0009995826771653543,0.003851625609867918
107,0.0009995787401574803,0.0038511316688242237
108,0.0009995748031496063,0.003853483503698014
109,0.0009995708661417323,0.003852016434921199
110,0.0009995669291338583,0.003852381186012018
111,0.0009995629921259843,0.0038520007656767845
112,0.0009995590551181103,0.003849331728736162
113,0.0009995551181102363,0.0038518486880602444
114,0.0009995511811023623,0.003852520301158047
115,0.000999547244094488,0.0038525957430079285
116,0.000999543307086614,0.0038524269601604723
117,0.00099953937007874,0.0038511692728272337
118,0.000999535433070866,0.0038522911712796665
119,0.000999531496062992,0.0038537262490702428
120,0.000999527559055118,0.003852206191751785
121,0.000999523622047244,0.003850540670389188
122,0.00099951968503937,0.003854533784105455
123,0.000999515748031496,0.003852938660053371
124,0.000999511811023622,0.0038515385958144536
125,0.000999507874015748,0.0038501785212441764
126,0.000999503937007874,0.003851451368271827
127,0.0009995,0.0038525725453974124
